id,mmsi,length,width,polarMode,centerLookAngle,heightspace,widthspace,path
Ship_C04S02N0621,900300302,12,4,DH,42.51,1.701591,1.124222,Fishing\Fishing
Ship_C04S02N0622,900300303,14,4,DH,42.51,1.701591,1.124222,Fishing\Fishing
Ship_C04S02N0623,900300308,14,4,DH,42.51,1.701591,1.124222,Fishing\Fishing
Ship_C04S02N0624,412151512,36,6,DH,42.51,1.701591,1.124222,Fishing\Fishing
Ship_C04S02N0625,900300309,15,3,DH,42.51,1.701591,1.124222,Fishing\Fishing
Ship_C04S02N0626,900300507,14,4,DH,42.51,1.701591,1.124222,Fishing\Fishing
Ship_C04S02N0627,900300514,0,0,DH,42.51,1.701591,1.124222,Fishing\Fishing
Ship_C04S02N0628,900361015,14,4,DH,42.51,1.701591,1.124222,Fishing\Fishing
Ship_C04S02N0629,900407702,30,6,DH,42.51,1.701591,1.124222,Fishing\Fishing
Ship_C04S02N0630,412370184,33,6,DH,42.51,1.701591,1.124222,Fishing\Fishing
Ship_C04S02N0631,150203795,90,36,DH,42.51,1.701591,1.124222,Fishing\Fishing
Ship_C04S02N0632,412412412,69,14,DH,42.51,1.701591,1.124222,Fishing\Fishing
Ship_C04S02N0633,412424091,30,6,DH,42.51,1.701591,1.124222,Fishing\Fishing
Ship_C04S02N0634,412427588,13,2,DH,42.51,1.701591,1.124222,Fishing\Fishing
Ship_C04S02N0635,200002678,0,0,DH,42.51,1.701591,1.124222,Fishing\Fishing
Ship_C04S02N0636,412428524,30,6,DH,42.51,1.701591,1.124222,Fishing\Fishing
Ship_C04S02N0637,412428569,31,6,DH,42.51,1.701591,1.124222,Fishing\Fishing
Ship_C04S02N0638,412438118,42,7,DH,42.51,1.701591,1.124222,Fishing\Fishing
Ship_C04S02N0639,412588899,24,5,DH,42.51,1.701591,1.124222,Fishing\Fishing
Ship_C04S02N0640,412985666,40,7,DH,42.51,1.701515,1.124222,Fishing\Fishing
Ship_C04S02N0641,562663963,21,4,DH,42.51,1.701515,1.124222,Fishing\Fishing
Ship_C04S02N0642,900028480,20,4,DH,42.51,1.701515,1.124222,Fishing\Fishing
Ship_C04S02N0643,900300101,17,4,DH,42.51,1.701515,1.124222,Fishing\Fishing
Ship_C04S02N0644,900300512,30,6,DH,42.51,1.701515,1.124222,Fishing\Fishing
Ship_C04S02N0645,900300514,0,0,DH,42.51,1.701515,1.124222,Fishing\Fishing
Ship_C04S02N0646,900300523,14,4,DH,42.51,1.701515,1.124222,Fishing\Fishing
Ship_C04S02N0647,200002496,0,0,DH,42.51,1.701515,1.124222,Fishing\Fishing
Ship_C04S02N0648,200002943,0,0,DH,42.51,1.701515,1.124222,Fishing\Fishing
Ship_C04S02N0649,200012595,222,22,DH,42.51,1.701515,1.124222,Fishing\Fishing
Ship_C04S02N0650,200012607,18,4,DH,42.51,1.701515,1.124222,Fishing\Fishing
Ship_C04S02N0651,412003333,0,0,DH,42.51,1.701515,1.124222,Fishing\Fishing
Ship_C04S02N0652,412367753,20,10,DH,42.51,1.701515,1.124222,Fishing\Fishing
Ship_C04S02N0653,412370957,22,4,DH,42.51,1.701515,1.124222,Fishing\Fishing
Ship_C04S02N0654,412370962,15,4,DH,42.51,1.701515,1.124222,Fishing\Fishing
Ship_C04S02N0655,412370993,14,3,DH,42.51,1.701515,1.124222,Fishing\Fishing
Ship_C04S02N0656,412370999,21,4,DH,42.51,1.701515,1.124222,Fishing\Fishing
Ship_C04S02N0657,412371023,18,4,DH,42.51,1.701515,1.124222,Fishing\Fishing
Ship_C04S02N0658,412400200,15,6,DH,42.51,1.701515,1.124222,Fishing\Fishing
Ship_C04S02N0659,412400239,14,4,DH,42.51,1.701515,1.124222,Fishing\Fishing
Ship_C04S02N0660,412400251,15,4,DH,42.51,1.701515,1.124222,Fishing\Fishing
Ship_C04S02N0661,412400255,14,4,DH,42.51,1.701515,1.124222,Fishing\Fishing
Ship_C04S02N0662,412400262,18,4,DH,42.51,1.701515,1.124222,Fishing\Fishing
Ship_C04S02N0663,412418125,43,8,DH,42.51,1.701515,1.124222,Fishing\Fishing
Ship_C04S02N0664,412422247,30,6,DH,42.51,1.701515,1.124222,Fishing\Fishing
Ship_C04S02N0665,130550023,30,5,DH,42.51,1.701438,1.124222,Fishing\Fishing
Ship_C04S02N0666,412985666,40,7,DH,42.51,1.701438,1.124222,Fishing\Fishing
Ship_C04S02N0667,161000065,30,5,DH,42.51,1.701438,1.124222,Fishing\Fishing
Ship_C04S02N0668,200001995,0,0,DH,42.51,1.701438,1.124222,Fishing\Fishing
Ship_C04S02N0669,200002028,0,0,DH,42.51,1.701438,1.124222,Fishing\Fishing
Ship_C04S02N0670,800004867,0,0,DH,42.51,1.701438,1.124222,Fishing\Fishing
Ship_C04S02N0671,813022805,36,6,DH,42.51,1.701438,1.124222,Fishing\Fishing
Ship_C04S02N0672,815021293,36,6,DH,42.51,1.701438,1.124222,Fishing\Fishing
Ship_C04S02N0673,900026541,14,4,DH,42.51,1.701438,1.124222,Fishing\Fishing
Ship_C04S02N0674,900028060,0,0,DH,42.51,1.701438,1.124222,Fishing\Fishing
Ship_C04S02N0675,912012053,36,6,DH,42.51,1.701438,1.124222,Fishing\Fishing
Ship_C04S02N0676,912022008,36,6,DH,42.51,1.701438,1.124222,Fishing\Fishing
Ship_C04S02N0677,200002044,0,0,DH,42.51,1.701438,1.124222,Fishing\Fishing
Ship_C04S02N0678,200002943,0,0,DH,42.51,1.701438,1.124222,Fishing\Fishing
Ship_C04S02N0679,200003143,30,5,DH,42.51,1.701438,1.124222,Fishing\Fishing
Ship_C04S02N0680,200004066,0,0,DH,42.51,1.701438,1.124222,Fishing\Fishing
Ship_C04S02N0681,200022152,0,0,DH,42.51,1.701438,1.124222,Fishing\Fishing
Ship_C04S02N0682,200022157,0,0,DH,42.51,1.701438,1.124222,Fishing\Fishing
Ship_C04S02N0683,222220000,14,4,DH,42.51,1.701438,1.124222,Fishing\Fishing
Ship_C04S02N0684,320567890,30,8,DH,42.51,1.701438,1.124222,Fishing\Fishing
Ship_C04S02N0685,412301323,38,6,DH,42.51,1.701438,1.124222,Fishing\Fishing
Ship_C04S02N0686,412302378,26,6,DH,42.51,1.701438,1.124222,Fishing\Fishing
Ship_C04S02N0687,412352811,35,6,DH,42.51,1.701438,1.124222,Fishing\Fishing
Ship_C04S02N0688,412354012,20,5,DH,42.51,1.701438,1.124222,Fishing\Fishing
Ship_C04S02N0689,412367536,20,6,DH,42.51,1.701438,1.124222,Fishing\Fishing
Ship_C04S02N0690,412367768,60,8,DH,42.51,1.701438,1.124222,Fishing\Fishing
Ship_C04S02N0691,412367771,36,6,DH,42.51,1.701438,1.124222,Fishing\Fishing
Ship_C04S02N0692,412367818,0,0,DH,42.51,1.701438,1.124222,Fishing\Fishing
Ship_C04S02N0693,412367833,36,6,DH,42.51,1.701438,1.124222,Fishing\Fishing
Ship_C04S02N0694,412370363,36,6,DH,42.51,1.701438,1.124222,Fishing\Fishing
Ship_C04S02N0695,412370377,28,6,DH,42.51,1.701438,1.124222,Fishing\Fishing
Ship_C04S02N0696,412370473,28,6,DH,42.51,1.701438,1.124222,Fishing\Fishing
Ship_C04S02N0697,412370492,28,6,DH,42.51,1.701438,1.124222,Fishing\Fishing
Ship_C04S02N0698,412370494,36,6,DH,42.51,1.701438,1.124222,Fishing\Fishing
Ship_C04S02N0699,412370975,0,0,DH,42.51,1.701438,1.124222,Fishing\Fishing
Ship_C04S02N0700,412370985,15,4,DH,42.51,1.701438,1.124222,Fishing\Fishing
Ship_C04S02N0701,412370987,18,4,DH,42.51,1.701438,1.124222,Fishing\Fishing
Ship_C04S02N0702,412400235,0,0,DH,42.51,1.701438,1.124222,Fishing\Fishing
Ship_C04S02N0703,412400253,14,4,DH,42.51,1.701438,1.124222,Fishing\Fishing
Ship_C04S02N0704,412400256,15,4,DH,42.51,1.701438,1.124222,Fishing\Fishing
Ship_C04S02N0705,412406437,14,3,DH,42.51,1.701438,1.124222,Fishing\Fishing
Ship_C04S02N0706,412422223,30,6,DH,42.51,1.701438,1.124222,Fishing\Fishing
Ship_C04S02N0707,412424246,45,6,DH,42.51,1.701438,1.124222,Fishing\Fishing
Ship_C04S02N0708,412428268,20,4,DH,42.51,1.701438,1.124222,Fishing\Fishing
Ship_C04S02N0709,412438083,30,6,DH,42.51,1.701438,1.124222,Fishing\Fishing
Ship_C04S02N0710,8072781,0,0,DH,42.51,1.701362,1.124222,Fishing\Fishing
Ship_C04S02N0711,813022805,36,6,DH,42.51,1.701362,1.124222,Fishing\Fishing
Ship_C04S02N0712,815021293,36,6,DH,42.51,1.701362,1.124222,Fishing\Fishing
Ship_C04S02N0713,900208397,30,6,DH,42.51,1.701362,1.124222,Fishing\Fishing
Ship_C04S02N0714,905102889,30,6,DH,42.51,1.701362,1.124222,Fishing\Fishing
Ship_C04S02N0715,905108886,38,6,DH,42.51,1.701362,1.124222,Fishing\Fishing
Ship_C04S02N0716,912003199,36,6,DH,42.51,1.701362,1.124222,Fishing\Fishing
Ship_C04S02N0717,926101136,20,6,DH,42.51,1.701362,1.124222,Fishing\Fishing
Ship_C04S02N0718,999912345,40,6,DH,42.51,1.701362,1.124222,Fishing\Fishing
Ship_C04S02N0719,111002804,30,6,DH,42.51,1.701362,1.124222,Fishing\Fishing
Ship_C04S02N0720,200001215,33,6,DH,42.51,1.701362,1.124222,Fishing\Fishing
Ship_C04S02N0721,320567890,30,8,DH,42.51,1.701362,1.124222,Fishing\Fishing
Ship_C04S02N0722,320711451,31,6,DH,42.51,1.701362,1.124222,Fishing\Fishing
Ship_C04S02N0723,412002888,32,6,DH,42.51,1.701362,1.124222,Fishing\Fishing
Ship_C04S02N0724,412335014,38,6,DH,42.51,1.701362,1.124222,Fishing\Fishing
Ship_C04S02N0725,412352312,24,5,DH,42.51,1.701362,1.124222,Fishing\Fishing
Ship_C04S02N0726,412358482,30,6,DH,42.51,1.701362,1.124222,Fishing\Fishing
Ship_C04S02N0727,412367773,36,6,DH,42.51,1.701362,1.124222,Fishing\Fishing
Ship_C04S02N0728,412370551,29,6,DH,42.51,1.701362,1.124222,Fishing\Fishing
Ship_C04S02N0729,412424246,45,6,DH,42.51,1.701362,1.124222,Fishing\Fishing
Ship_C04S02N0730,413700003,32,6,DH,42.51,1.701362,1.124222,Fishing\Fishing
Ship_C04S02N0731,412302837,40,8,DH,42.51,1.701285,1.124222,Fishing\Fishing
Ship_C04S02N0732,412303289,40,6,DH,42.51,1.701285,1.124222,Fishing\Fishing
Ship_C04S02N0733,412303888,13,2,DH,42.51,1.701285,1.124222,Fishing\Fishing
Ship_C04S02N0734,412304400,0,0,DH,42.51,1.701285,1.124222,Fishing\Fishing
Ship_C04S02N0735,412345679,41,10,DH,42.51,1.701285,1.124222,Fishing\Fishing
Ship_C04S02N0736,412352308,28,6,DH,42.51,1.701285,1.124222,Fishing\Fishing
Ship_C04S02N0737,412352538,36,6,DH,42.51,1.701285,1.124222,Fishing\Fishing
Ship_C04S02N0738,412352562,0,0,DH,42.51,1.701285,1.124222,Fishing\Fishing
Ship_C04S02N0739,412352804,36,6,DH,42.51,1.701285,1.124222,Fishing\Fishing
Ship_C04S02N0740,412353521,0,0,DH,42.51,1.701285,1.124222,Fishing\Fishing
Ship_C04S02N0741,412353812,18,4,DH,42.51,1.701285,1.124222,Fishing\Fishing
Ship_C04S02N0742,412358482,30,6,DH,42.51,1.701285,1.124222,Fishing\Fishing
Ship_C04S02N0743,412435792,30,6,DH,42.51,1.701285,1.124222,Fishing\Fishing
Ship_C04S02N0744,905106108,50,8,DH,42.51,1.701285,1.124222,Fishing\Fishing
Ship_C04S02N0745,926002813,30,6,DH,42.51,1.701285,1.124222,Fishing\Fishing
Ship_C04S02N0746,412353033,0,0,DH,42.51,1.701209,1.124222,Fishing\Fishing
Ship_C04S02N0747,412353051,30,6,DH,42.51,1.701209,1.124222,Fishing\Fishing
Ship_C04S02N0748,412353558,18,4,DH,42.51,1.701209,1.124222,Fishing\Fishing
Ship_C04S02N0749,412354133,30,6,DH,42.51,1.701209,1.124222,Fishing\Fishing
Ship_C04S02N0750,412354134,0,0,DH,42.51,1.701209,1.124222,Fishing\Fishing
Ship_C04S02N0751,412422596,30,6,DH,42.51,1.701209,1.124222,Fishing\Fishing
Ship_C04S02N0752,412422842,30,6,DH,42.51,1.701209,1.124222,Fishing\Fishing
Ship_C04S02N0753,412423384,30,6,DH,42.51,1.701209,1.124222,Fishing\Fishing
Ship_C04S02N0754,320301101,36,6,DH,42.51,1.701209,1.124222,Fishing\Fishing
Ship_C04S02N0755,412352089,0,0,DH,42.51,1.701209,1.124222,Fishing\Fishing
Ship_C04S02N0756,811021794,37,7,DH,42.51,1.701209,1.124222,Fishing\Fishing
Ship_C04S02N0757,990004836,0,0,DH,42.51,1.701209,1.124222,Fishing\Fishing
Ship_C04S02N0758,412352261,30,6,DH,42.51,1.701209,1.124222,Fishing\Fishing
Ship_C04S02N0759,412352308,28,6,DH,42.51,1.701209,1.124222,Fishing\Fishing
Ship_C04S02N0760,412352518,30,6,DH,42.51,1.701209,1.124222,Fishing\Fishing
Ship_C04S02N0761,412427308,45,6,DH,42.51,1.701132,1.124222,Fishing\Fishing
Ship_C04S02N0762,412002525,40,6,DH,42.51,1.700977,1.124222,Fishing\Fishing
Ship_C04S02N0763,601002220,36,6,DH,42.51,1.700977,1.124222,Fishing\Fishing
Ship_C04S02N0764,412002192,36,6,DH,42.51,1.700838,1.124222,Fishing\Fishing
Ship_C04S02N0765,926003663,36,6,DH,42.51,1.700838,1.124222,Fishing\Fishing
Ship_C04S02N0766,412289431,37,6,DH,42.51,1.700838,1.124222,Fishing\Fishing
Ship_C04S02N0767,413562000,158,24,DH,42.51,1.70526,1.124222,Fishing\Fishing
Ship_C04S02N0768,412365961,36,6,DH,42.51,1.705184,1.124222,Fishing\Fishing
Ship_C04S02N0769,815020790,0,0,DH,42.51,1.705031,1.124222,Fishing\Fishing
Ship_C04S02N0770,412320308,30,8,DH,42.51,1.704568,1.124222,Fishing\Fishing
Ship_C04S02N0771,412200615,26,5,DH,42.51,1.704491,1.124222,Fishing\Fishing
Ship_C04S02N0772,412207567,20,5,DH,42.51,1.704491,1.124222,Fishing\Fishing
Ship_C04S02N0773,412326563,25,6,DH,42.51,1.704413,1.124222,Fishing\Fishing
Ship_C04S02N0774,412207567,20,5,DH,42.51,1.704413,1.124222,Fishing\Fishing
Ship_C04S02N0775,800016334,30,6,DH,42.51,1.704258,1.124222,Fishing\Fishing
Ship_C04S02N0776,110325970,0,0,DH,42.51,1.703789,1.124222,Fishing\Fishing
Ship_C04S02N0777,412000701,19,0,DH,42.51,1.703789,1.124222,Fishing\Fishing
Ship_C04S02N0778,412210256,0,0,DH,42.51,1.703789,1.124222,Fishing\Fishing
Ship_C04S02N0779,412211182,20,0,DH,42.51,1.703789,1.124222,Fishing\Fishing
Ship_C04S02N0780,412211278,27,0,DH,42.51,1.703789,1.124222,Fishing\Fishing
Ship_C04S02N0781,412213305,18,5,DH,22.53,1.366616,1.124222,Fishing\Fishing
Ship_C04S02N0782,412216515,17,4,DH,22.53,1.366616,1.124222,Fishing\Fishing
Ship_C04S02N0783,412321954,0,0,DH,22.53,1.366616,1.124222,Fishing\Fishing
Ship_C04S02N0784,412589658,45,4,DH,22.53,1.366616,1.124222,Fishing\Fishing
Ship_C04S02N0785,415864546,32,7,DH,22.53,1.366616,1.124222,Fishing\Fishing
Ship_C04S03N0001,219765000,35,8,DH,27.28,1.72615,1.124222,Fishing\Trawler
Ship_C04S03N0002,127,0,0,DH,40.36,1.729171,1.124222,Fishing\Trawler
Ship_C04S03N0003,211282410,44,10,DH,33.54,1.716028,1.124222,Fishing\Trawler
Ship_C05S01N0001,219019934,31,13,DH,33.54,1.716088,1.124222,HighSpeedCraft\CrewBoat
Ship_C05S01N0002,219017204,21,7,DH,33.54,1.715848,1.124222,HighSpeedCraft\CrewBoat
Ship_C05S02N0001,100900001,66,13,DH,41.82,1.664606,1.124222,HighSpeedCraft\HighSpeedCraft
Ship_C05S02N0002,412328250,82,13,DH,42.51,1.705727,1.124222,HighSpeedCraft\HighSpeedCraft
Ship_C05S02N0003,412437582,0,0,DH,40.36,1.729583,1.124222,HighSpeedCraft\HighSpeedCraft
Ship_C05S02N0004,600013107,60,11,DH,40.36,1.729389,1.124222,HighSpeedCraft\HighSpeedCraft
Ship_C05S02N0005,810832747,96,32,DH,40.36,1.729171,1.124222,HighSpeedCraft\HighSpeedCraft
Ship_C05S02N0006,413997586,78,14,DV,31.57,1.540392,1.124222,HighSpeedCraft\HighSpeedCraft
Ship_C05S02N0007,219010982,21,4,DH,33.54,1.715848,1.124222,HighSpeedCraft\HighSpeedCraft
Ship_C05S02N0008,412280956,63,10,DH,42.51,1.702183,1.124222,HighSpeedCraft\HighSpeedCraft
Ship_C05S02N0009,777262035,0,0,DH,42.51,1.702183,1.124222,HighSpeedCraft\HighSpeedCraft
Ship_C05S02N0010,100900113,50,6,DH,42.51,1.702183,1.124222,HighSpeedCraft\HighSpeedCraft
Ship_C05S02N0011,800028515,9,4,DH,42.51,1.701968,1.124222,HighSpeedCraft\HighSpeedCraft
Ship_C05S02N0012,412040350,45,18,DH,42.51,1.701591,1.124222,HighSpeedCraft\HighSpeedCraft
Ship_C05S02N0013,412302192,252,46,DH,42.51,1.700838,1.124222,HighSpeedCraft\HighSpeedCraft
Ship_C06S01N0001,413821697,13,4,DH,42.51,1.699678,1.124222,LawEnforce\LawEnforce
Ship_C06S01N0002,413821707,12,4,DH,42.51,1.699678,1.124222,LawEnforce\LawEnforce
Ship_C06S01N0003,413821708,25,6,DH,42.51,1.699678,1.124222,LawEnforce\LawEnforce
Ship_C06S01N0004,213999999,0,0,DH,40.36,1.7299,1.124222,LawEnforce\LawEnforce
Ship_C06S01N0005,413035550,20,4,DH,40.36,1.729688,1.124222,LawEnforce\LawEnforce
Ship_C06S01N0006,413452490,0,0,DH,40.36,1.729688,1.124222,LawEnforce\LawEnforce
Ship_C06S01N0007,412035090,8,4,DH,40.36,1.729583,1.124222,LawEnforce\LawEnforce
Ship_C06S01N0008,412035110,17,4,DH,40.36,1.729583,1.124222,LawEnforce\LawEnforce
Ship_C06S01N0009,412679350,50,8,DH,40.36,1.729389,1.124222,LawEnforce\LawEnforce
Ship_C06S01N0010,412040330,55,10,DH,40.36,1.729098,1.124222,LawEnforce\LawEnforce
Ship_C06S01N0011,413821679,17,6,DH,35.41,1.753911,1.124222,LawEnforce\LawEnforce
Ship_C06S01N0012,413822538,50,10,DH,35.41,1.753911,1.124222,LawEnforce\LawEnforce
Ship_C06S01N0013,413821679,17,6,DH,35.41,1.753911,1.124222,LawEnforce\LawEnforce
Ship_C06S01N0014,413822538,50,10,DH,35.41,1.753911,1.124222,LawEnforce\LawEnforce
Ship_C06S01N0015,825243704,96,96,DV,31.57,1.540392,1.124222,LawEnforce\LawEnforce
Ship_C06S01N0016,413821721,0,10,DV,31.57,1.540392,1.124222,LawEnforce\LawEnforce
Ship_C06S01N0017,413825661,18,4,DV,31.57,1.540392,1.124222,LawEnforce\LawEnforce
Ship_C06S01N0018,413035340,46,7,DH,42.51,1.701968,1.124222,LawEnforce\LawEnforce
Ship_C06S01N0019,413035350,40,7,DH,42.51,1.701818,1.124222,LawEnforce\LawEnforce
Ship_C06S01N0020,413035360,26,5,DH,42.51,1.701818,1.124222,LawEnforce\LawEnforce
Ship_C06S01N0021,413035370,20,4,DH,42.51,1.701818,1.124222,LawEnforce\LawEnforce
Ship_C06S01N0022,413044770,38,8,DH,42.51,1.701591,1.124222,LawEnforce\LawEnforce
Ship_C06S01N0023,413794958,26,5,DH,42.51,1.701591,1.124222,LawEnforce\LawEnforce
Ship_C06S01N0024,413794959,26,5,DH,42.51,1.701591,1.124222,LawEnforce\LawEnforce
Ship_C06S01N0025,808732736,96,96,DH,42.51,1.701591,1.124222,LawEnforce\LawEnforce
Ship_C06S01N0026,412040050,40,8,DH,42.51,1.701591,1.124222,LawEnforce\LawEnforce
Ship_C06S01N0027,412040090,44,8,DH,42.51,1.701591,1.124222,LawEnforce\LawEnforce
Ship_C06S01N0028,412420617,39,6,DH,42.51,1.701591,1.124222,LawEnforce\LawEnforce
Ship_C06S01N0029,412040050,40,8,DH,42.51,1.701515,1.124222,LawEnforce\LawEnforce
Ship_C06S01N0030,412040080,72,12,DH,42.51,1.701515,1.124222,LawEnforce\LawEnforce
Ship_C06S01N0031,412040080,72,12,DH,42.51,1.701438,1.124222,LawEnforce\LawEnforce
Ship_C06S01N0032,413030310,36,9,DH,42.51,1.701285,1.124222,LawEnforce\LawEnforce
Ship_C06S01N0033,413030310,36,9,DH,42.51,1.701209,1.124222,LawEnforce\LawEnforce
Ship_C06S02N0001,538001904,75,30,DV,40.36,1.736387,1.124222,LawEnforce\MultiPurposeOffshoreVessel
Ship_C06S02N0002,354815000,69,60,DV,40.36,1.736387,1.124222,LawEnforce\MultiPurposeOffshoreVessel
Ship_C07S01N0001,413825767,16,3,DH,42.51,1.699753,1.124222,Other\Anti-Pollution
Ship_C07S01N0002,808464456,96,96,DH,42.51,1.699753,1.124222,Other\Anti-Pollution
Ship_C07S01N0003,413453840,0,0,DH,40.36,1.729688,1.124222,Other\Anti-Pollution
Ship_C07S01N0004,413006345,0,0,DH,40.36,1.729389,1.124222,Other\Anti-Pollution
Ship_C07S01N0005,413441670,53,11,DH,40.36,1.729316,1.124222,Other\Anti-Pollution
Ship_C07S02N0001,413300990,76,49,DH,35.41,1.728565,1.124222,Other\DrillingJackUp
Ship_C07S02N0002,413304690,98,76,DH,42.51,1.705489,1.124222,Other\DrillingJackUp
Ship_C07S02N0003,413300990,76,49,DV,33.54,1.707884,1.124222,Other\DrillingJackUp
Ship_C07S03N0001,413433084,32,6,DH,42.51,1.701968,1.124222,Other\Engagedindredgingorunderwateroperations
Ship_C07S03N0002,413305520,165,27,DH,42.51,1.701591,1.124222,Other\Engagedindredgingorunderwateroperations
Ship_C07S03N0003,412045170,174,26,DH,42.51,1.701591,1.124222,Other\Engagedindredgingorunderwateroperations
Ship_C07S04N0001,140000071,130,30,DH,42.51,1.699753,1.124222,Other\HSC
Ship_C07S05N0001,371578000,156,36,DH,27.28,1.730781,1.124222,Other\HeavyLiftVessel
Ship_C07S06N0001,412379280,132,27,DH,42.51,1.701438,1.124222,Other\HopperDredger
Ship_C07S07N0001,353782000,107,70,DV,40.36,1.736387,1.124222,Other\IsolatedDanger
Ship_C07S07N0002,413974081,60,11,DH,42.51,1.699678,1.124222,Other\IsolatedDanger
Ship_C07S07N0003,412354920,0,0,DH,40.36,1.729389,1.124222,Other\IsolatedDanger
Ship_C07S08N0001,413861412,16,3,DH,40.36,1.729389,1.124222,Other\LocalVessel
Ship_C07S08N0002,413861407,16,3,DH,40.36,1.729316,1.124222,Other\LocalVessel
Ship_C07S09N0001,413439280,0,0,DH,40.36,1.729316,1.124222,Other\MotorHopper
Ship_C07S10N0001,994131701,99,15,DH,35.41,1.72843,1.124222,Other\NavigationAid
Ship_C07S10N0002,212394000,30,10,DH,33.54,1.716149,1.124222,Other\NavigationAid
Ship_C07S11N0001,209430000,229,37,DH,27.28,1.726202,1.124222,Other\Othertypeofship
Ship_C07S11N0002,219009171,0,0,DH,27.28,1.726202,1.124222,Other\Othertypeofship
Ship_C07S11N0002,,,,DH,27.28,1.726202,1.124222,Other\Othertypeofship
Ship_C07S11N0002,,,,DH,27.28,1.726202,1.124222,Other\Othertypeofship
Ship_C07S11N0002,,,,DH,27.28,1.726202,1.124222,Other\Othertypeofship
Ship_C07S11N0002,,,,DH,27.28,1.726202,1.124222,Other\Othertypeofship
Ship_C07S11N0002,,,,DH,27.28,1.726202,1.124222,Other\Othertypeofship
Ship_C07S11N0002,,,,DH,27.28,1.726202,1.124222,Other\Othertypeofship
Ship_C07S11N0002,,,,DH,27.28,1.726202,1.124222,Other\Othertypeofship
Ship_C07S11N0002,,,,DH,27.28,1.726202,1.124222,Other\Othertypeofship
Ship_C07S11N0002,,,,DH,27.28,1.726202,1.124222,Other\Othertypeofship
Ship_C07S11N0002,,,,DH,27.28,1.726202,1.124222,Other\Othertypeofship
Ship_C07S11N0002,,,,DH,27.28,1.726202,1.124222,Other\Othertypeofship
Ship_C07S11N0002,,,,DH,27.28,1.726202,1.124222,Other\Othertypeofship
Ship_C07S11N0002,,,,DH,27.28,1.726202,1.124222,Other\Othertypeofship
Ship_C07S11N0002,,,,DH,27.28,1.726202,1.124222,Other\Othertypeofship
Ship_C07S11N0002,,,,DH,27.28,1.726202,1.124222,Other\Othertypeofship
Ship_C07S11N0002,,,,DH,27.28,1.726202,1.124222,Other\Othertypeofship
Ship_C07S11N0002,,,,DH,27.28,1.726202,1.124222,Other\Othertypeofship
Ship_C07S11N0002,,,,DH,27.28,1.726202,1.124222,Other\Othertypeofship
Ship_C07S11N0002,,,,DH,27.28,1.726202,1.124222,Other\Othertypeofship
Ship_C07S11N0002,,,,DH,27.28,1.726202,1.124222,Other\Othertypeofship
Ship_C07S11N0002,,,,DH,27.28,1.726202,1.124222,Other\Othertypeofship
Ship_C07S11N0002,,,,DH,27.28,1.726202,1.124222,Other\Othertypeofship
Ship_C07S11N0002,,,,DH,27.28,1.726202,1.124222,Other\Othertypeofship
Ship_C07S11N0002,,,,DH,27.28,1.726202,1.124222,Other\Othertypeofship
Ship_C07S11N0002,,,,DH,27.28,1.726202,1.124222,Other\Othertypeofship
Ship_C07S11N0002,,,,DH,27.28,1.726202,1.124222,Other\Othertypeofship
Ship_C07S11N0002,,,,DH,27.28,1.726202,1.124222,Other\Othertypeofship
Ship_C07S11N0002,,,,DH,27.28,1.726202,1.124222,Other\Othertypeofship
Ship_C07S11N0002,,,,DH,27.28,1.726202,1.124222,Other\Othertypeofship
Ship_C07S11N0002,,,,DH,27.28,1.726202,1.124222,Other\Othertypeofship
Ship_C07S11N0002,,,,DH,27.28,1.726202,1.124222,Other\Othertypeofship
Ship_C07S11N0002,,,,DH,27.28,1.726202,1.124222,Other\Othertypeofship
Ship_C07S11N0002,,,,DH,27.28,1.726202,1.124222,Other\Othertypeofship
Ship_C07S11N0002,,,,DH,27.28,1.726202,1.124222,Other\Othertypeofship
Ship_C07S11N0002,,,,DH,27.28,1.726202,1.124222,Other\Othertypeofship
Ship_C07S11N0002,,,,DH,27.28,1.726202,1.124222,Other\Othertypeofship
Ship_C07S11N0002,,,,DH,27.28,1.726202,1.124222,Other\Othertypeofship
Ship_C07S11N0002,,,,DH,27.28,1.726202,1.124222,Other\Othertypeofship
Ship_C07S11N0002,,,,DH,27.28,1.726202,1.124222,Other\Othertypeofship
Ship_C07S11N0002,,,,DH,27.28,1.726202,1.124222,Other\Othertypeofship
Ship_C07S11N0002,,,,DH,27.28,1.726202,1.124222,Other\Othertypeofship
Ship_C07S11N0002,,,,DH,27.28,1.726202,1.124222,Other\Othertypeofship
Ship_C07S11N0002,,,,DH,27.28,1.726202,1.124222,Other\Othertypeofship
Ship_C07S11N0002,,,,DH,27.28,1.726202,1.124222,Other\Othertypeofship
Ship_C07S11N0002,,,,DH,27.28,1.726202,1.124222,Other\Othertypeofship
Ship_C07S11N0002,,,,DH,27.28,1.726202,1.124222,Other\Othertypeofship
Ship_C07S11N0002,,,,DH,27.28,1.726202,1.124222,Other\Othertypeofship
Ship_C07S11N0002,,,,DH,27.28,1.726202,1.124222,Other\Othertypeofship
Ship_C07S11N0002,,,,DH,27.28,1.726202,1.124222,Other\Othertypeofship
Ship_C07S11N0002,,,,DH,27.28,1.726202,1.124222,Other\Othertypeofship
Ship_C07S11N0053,219002506,18,6,DH,31.57,1.545085,1.124222,Other\Othertypeofship
